order_date,store_id,total_orders,total_revenue,avg_delivery_mins,late_deliveries,total_stockouts,cancelled_orders
2026-04-11,STR014,14,6360.15,13.0,9,5,3
2025-10-25,STR017,16,7532.61,16.88,9,4,3
2025-11-01,STR013,21,11087.59,14.81,14,3,1
2025-07-20,STR011,15,8705.51,20.13,10,6,3
2026-03-03,STR007,18,9855.77,16.11,11,2,3
2025-12-09,STR002,11,4694.52,14.91,4,3,1
2025-09-22,STR006,12,5447.65,15.0,7,1,0
2025-09-29,STR007,8,4537.97,16.13,7,0,3
2026-01-01,STR012,12,3857.32,17.5,7,3,0
2025-10-16,STR026,19,8969.24,15.0,11,2,1
2026-03-20,STR016,13,5682.99,13.46,8,4,0
2026-02-02,STR016,19,9164.88,19.37,14,2,1
2025-11-02,STR024,20,13269.62,15.85,10,4,2
2025-08-26,STR016,13,4523.71,13.23,7,4,1
2025-12-12,STR005,13,5480.0,13.69,6,3,1
2025-11-10,STR007,17,9652.5,18.82,10,4,0
2025-10-27,STR024,14,6094.54,17.86,8,3,1
2025-06-22,STR022,9,3600.15,19.89,6,1,0
2025-11-16,STR011,22,8209.68,18.09,17,6,3
2025-06-12,STR024,16,8893.74,15.69,8,2,0
2025-07-05,STR024,14,8527.8,13.5,7,3,0
2025-08-06,STR003,16,5764.05,25.5,15,4,0
2025-09-08,STR001,12,5792.59,15.0,7,1,0
2026-02-01,STR020,10,7581.11,13.3,6,1,2
2026-02-28,STR014,19,10150.36,15.95,13,5,2
2026-03-02,STR024,15,9076.06,16.8,9,2,1
2026-04-05,STR025,10,5605.46,13.7,4,0,1
2025-07-03,STR005,15,7247.26,23.93,11,4,2
2025-12-25,STR005,7,1839.85,17.14,4,0,2
2025-10-25,STR022,16,5147.23,13.19,10,1,3
2025-06-30,STR029,13,5585.18,15.38,9,5,0
2026-01-05,STR009,10,3228.5,15.3,4,1,1
2025-08-20,STR017,15,10480.91,16.13,9,2,4
2025-07-17,STR001,17,10173.03,18.29,11,3,2
2026-01-05,STR005,11,9245.62,13.73,7,1,2
2026-06-01,STR023,12,6795.3,16.17,7,6,2
2026-01-06,STR019,17,8033.03,11.82,8,2,2
2025-08-14,STR013,13,8168.8,20.31,12,3,0
2025-06-09,STR017,10,8067.34,15.6,5,2,2
2026-01-11,STR002,18,10191.14,15.78,9,3,0
2026-05-11,STR007,15,8433.76,15.07,8,2,2
2026-05-20,STR021,11,7175.45,14.55,6,1,2
2025-12-30,STR024,17,8877.73,14.12,13,5,1
2025-08-24,STR028,10,2553.22,11.8,3,1,1
2025-08-30,STR016,13,10981.99,17.69,9,4,0
2026-01-06,STR011,12,6866.42,19.08,8,2,0
2025-11-26,STR029,5,2132.18,15.0,3,0,1
2025-12-09,STR029,16,11156.54,17.13,8,1,0
2026-05-20,STR028,15,7943.53,16.47,9,4,1
2025-11-20,STR004,9,3175.9,19.44,6,1,3
2025-10-17,STR011,9,3875.72,13.44,5,0,1
2026-02-04,STR008,24,11776.17,16.58,17,4,4
2025-10-05,STR026,10,4132.42,15.4,5,3,1
2025-08-03,STR016,11,4691.01,12.91,7,1,1
2026-01-18,STR004,13,5613.43,15.15,10,3,4
2026-03-30,STR024,19,14841.26,18.47,14,3,5
2025-06-03,STR016,15,4635.68,15.53,10,0,1
2025-11-12,STR025,18,10470.54,19.33,15,5,1
2025-09-24,STR014,12,8939.06,17.75,7,1,0
2026-05-10,STR023,19,9574.17,15.68,11,6,3
2025-09-22,STR030,13,6652.14,14.85,4,3,0
2025-11-07,STR028,12,5758.01,18.08,9,3,2
2025-10-15,STR024,14,5114.54,16.93,10,3,2
2025-06-21,STR026,20,10292.62,14.6,11,4,0
2026-05-10,STR007,17,6522.6,15.47,12,3,3
2025-11-10,STR023,15,8104.39,18.07,10,5,2
2025-10-28,STR003,14,5805.55,23.36,9,5,0
2026-03-02,STR022,15,6648.13,17.73,8,2,3
2025-12-19,STR023,13,6316.95,20.23,10,4,3
2026-04-19,STR018,15,9408.98,16.47,7,2,0
2025-07-01,STR026,10,3431.25,15.8,5,3,0
2025-11-11,STR028,16,8695.28,15.0,12,4,2
2026-05-23,STR008,11,4673.13,18.73,6,1,0
2026-01-29,STR019,16,9333.55,16.75,8,4,2
2026-02-12,STR017,16,6026.74,18.19,13,1,1
2026-05-20,STR030,17,8887.14,15.35,8,3,3
2026-01-06,STR009,12,3447.62,13.92,7,2,1
2025-10-21,STR006,15,8171.99,16.67,9,4,2
2026-01-05,STR018,17,9415.01,15.35,13,3,1
2026-01-10,STR019,17,5924.72,16.88,9,5,3
2026-06-03,STR024,9,3057.13,17.67,6,0,0
2026-01-23,STR023,6,3889.41,13.33,4,1,1
2026-05-31,STR021,10,5195.72,17.7,7,2,2
2025-10-13,STR001,14,5540.14,15.86,9,2,0
2026-04-11,STR020,15,9339.99,17.33,10,2,1
2025-10-23,STR009,10,7081.44,15.2,6,0,0
2026-05-15,STR021,15,6333.5,17.47,12,2,1
2026-01-18,STR014,14,8547.17,14.93,10,2,3
2026-03-13,STR008,10,6670.86,14.0,3,2,0
2026-02-08,STR010,16,7342.61,13.63,12,6,2
2025-06-20,STR025,15,7841.59,18.67,10,2,3
2025-10-11,STR001,12,7625.39,16.08,8,1,4
2025-06-18,STR014,15,6840.92,14.27,8,4,2
2025-07-24,STR028,16,8677.03,15.0,9,3,0
2026-01-11,STR030,13,8057.49,17.15,8,2,1
2025-07-29,STR010,11,6500.0,15.91,4,3,0
2025-09-07,STR022,14,7006.08,15.71,11,2,0
2026-05-31,STR013,23,10737.56,17.09,17,6,2
2026-01-29,STR018,12,6308.13,13.0,6,3,1
2026-04-08,STR029,18,7393.51,18.44,12,5,2
2026-04-28,STR027,21,12972.47,17.71,15,4,3
2025-12-23,STR017,18,10539.35,12.67,6,1,2
2025-12-19,STR004,10,5537.79,18.5,5,1,1
2026-02-23,STR014,15,10017.22,20.07,10,3,0
2026-01-30,STR014,12,6785.17,14.58,8,1,2
2025-08-31,STR019,11,5303.83,16.0,6,3,1
2025-09-20,STR020,17,5932.76,14.65,12,5,0
2026-04-28,STR014,9,3291.51,21.0,6,2,2
2025-06-25,STR022,12,6954.15,15.17,6,2,3
2025-11-19,STR005,15,4178.82,15.0,8,1,4
2025-08-11,STR030,15,6340.06,15.4,10,2,4
2026-05-29,STR017,14,8191.43,19.29,10,1,1
2026-01-20,STR003,7,1598.33,22.0,5,0,0
2025-09-21,STR026,7,3885.52,20.57,6,1,0
2026-02-24,STR015,16,6243.17,20.94,11,4,1
2025-10-11,STR014,9,3948.49,11.0,4,2,1
2026-03-18,STR014,16,6236.57,21.25,13,6,1
2026-02-13,STR008,13,8481.44,14.08,7,3,0
2026-04-22,STR018,16,6592.1,15.19,9,3,1
2025-09-12,STR022,16,6140.4,17.75,8,1,1
2025-09-19,STR002,12,4822.15,20.92,10,3,1
2026-02-12,STR026,18,8430.82,17.22,12,5,2
2025-08-12,STR012,17,12474.06,17.59,10,5,1
2026-05-27,STR022,9,2934.65,13.44,4,2,1
2025-11-04,STR007,6,2336.33,16.17,4,1,1
2025-09-20,STR022,13,6940.65,14.62,10,7,3
2025-12-16,STR019,17,8974.42,16.12,10,4,1
2026-02-12,STR011,14,7479.34,13.71,7,0,1
2025-10-25,STR015,11,4014.8,13.36,4,2,1
2026-04-26,STR030,12,6780.85,12.08,4,3,1
2025-07-17,STR007,12,8349.69,18.67,6,5,0
2026-05-29,STR015,18,9126.39,17.5,11,4,3
2026-01-22,STR017,20,8552.74,18.55,11,6,2
2025-12-08,STR019,11,7204.63,16.64,7,1,1
2025-07-29,STR011,9,3136.0,13.22,5,0,2
2026-04-10,STR009,19,9112.1,17.63,13,4,2
2025-07-20,STR019,16,8280.27,16.06,12,7,1
2025-08-26,STR021,19,12959.32,16.95,10,4,2
2025-06-13,STR023,14,7824.18,18.36,10,6,1
2026-05-25,STR004,6,4205.14,14.67,2,0,0
2026-03-19,STR011,11,3282.44,22.55,11,3,0
2026-05-25,STR014,14,7321.34,15.0,7,1,1
2026-03-04,STR008,9,5254.13,13.89,7,3,2
2026-02-19,STR020,9,2539.9,17.44,6,3,2
2025-11-21,STR023,21,5545.98,15.48,11,2,2
2026-01-10,STR003,13,7629.07,13.46,8,1,2
2025-08-01,STR017,14,4934.42,12.14,7,2,1
2026-02-21,STR019,18,12086.93,14.61,12,3,0
2026-04-29,STR014,13,4979.73,18.92,7,2,0
2025-09-09,STR013,11,5363.57,20.73,8,3,0
2026-01-24,STR026,12,3924.35,19.42,11,0,1
2026-02-22,STR009,17,9758.53,19.29,12,6,2
2025-08-27,STR017,11,7117.13,13.27,6,5,1
2025-08-25,STR012,12,5679.89,20.42,8,0,0
2026-04-08,STR014,10,6138.92,18.2,7,4,1
2025-10-06,STR020,10,3645.39,15.4,8,3,2
2025-10-02,STR005,13,4402.13,19.62,9,5,0
2025-10-05,STR001,10,9558.39,20.7,6,2,0
2026-01-24,STR024,18,9558.38,19.78,14,3,0
2025-10-20,STR019,20,10331.79,18.25,13,3,3
2025-07-25,STR020,13,3187.17,15.46,9,4,1
2025-12-03,STR007,12,6193.61,18.58,11,3,0
2026-02-04,STR023,12,5353.23,12.42,6,1,1
2025-06-22,STR028,11,4239.32,16.64,7,3,0
2026-01-20,STR004,5,1086.44,20.4,4,0,1
2026-02-13,STR007,21,11610.71,13.1,11,6,0
2026-04-16,STR017,14,8450.46,15.93,7,3,1
2025-06-04,STR011,12,6657.72,18.0,10,2,2
2025-11-13,STR008,15,5905.99,12.07,8,2,1
2025-11-09,STR023,15,6478.15,18.67,11,3,0
2025-08-27,STR014,13,10462.7,13.23,5,1,1
2026-02-14,STR013,8,2296.25,16.13,5,2,2
2025-12-29,STR009,9,4631.18,19.78,8,0,2
2025-09-08,STR017,13,5990.59,21.0,10,2,0
2026-01-28,STR004,15,9495.22,19.0,11,5,3
2026-01-07,STR001,15,10499.63,18.53,8,6,1
2025-09-06,STR008,13,4033.88,14.46,7,2,2
2026-03-01,STR023,9,4228.22,18.44,7,2,4
2025-07-15,STR017,11,5737.8,20.27,8,1,1
2026-05-09,STR006,7,4565.78,10.29,2,2,0
2026-05-19,STR004,8,4088.9,11.13,3,1,1
2025-12-25,STR021,18,6957.47,16.89,13,5,3
2025-08-04,STR020,13,9102.47,16.38,8,4,1
2025-09-11,STR014,11,5106.46,13.09,5,0,2
2025-12-22,STR013,10,5202.83,16.9,8,3,0
2026-04-19,STR003,14,6146.47,15.0,8,1,1
2026-02-03,STR026,10,5618.92,16.8,6,1,0
2025-11-17,STR003,11,8113.94,21.36,10,1,0
2026-04-27,STR029,13,5061.33,16.77,10,2,1
2025-11-12,STR022,10,5403.64,15.0,7,2,0
2025-11-26,STR010,11,3556.12,16.64,7,3,2
2026-05-25,STR027,21,11139.75,16.38,14,4,2
2025-10-09,STR030,9,3259.6,10.67,2,3,0
2025-07-05,STR028,9,4714.83,17.44,6,1,0
2025-12-23,STR007,15,6995.85,19.87,13,2,0
2025-06-17,STR030,10,5043.91,15.2,5,3,0
2025-08-13,STR004,8,3036.56,18.13,6,0,1
2025-11-29,STR004,13,4416.46,18.0,8,2,0
2025-10-18,STR018,12,8833.86,17.08,7,1,2
2026-02-22,STR021,15,7834.82,15.13,8,3,1
2025-10-08,STR026,12,6064.08,12.67,7,1,0
2026-05-12,STR012,14,8173.35,17.93,12,3,3
2026-04-04,STR016,12,4386.07,18.25,10,3,1
2025-06-15,STR020,16,7229.07,21.19,13,3,2
2026-05-03,STR017,13,6404.03,16.31,9,1,1
2025-07-03,STR004,15,4256.51,15.8,10,2,3
2026-02-22,STR024,16,10021.6,15.5,12,4,0
2025-12-17,STR011,15,9266.63,13.87,9,1,1
2025-06-12,STR029,12,5383.89,16.67,7,2,0
2026-01-08,STR020,18,9933.82,15.33,11,5,1
2025-07-01,STR015,12,7015.96,20.08,11,1,2
2025-12-14,STR027,16,11558.9,14.63,9,4,1
2025-11-04,STR023,11,6876.24,16.73,8,3,2
2026-01-13,STR028,11,4978.58,17.09,9,4,2
2025-06-09,STR003,7,4632.64,12.43,3,2,2
2025-12-08,STR013,13,4742.25,19.31,10,2,1
2026-02-20,STR005,16,6186.99,15.88,9,1,0
2026-05-30,STR019,12,7234.82,19.17,7,4,2
2025-09-30,STR004,21,10436.23,19.57,14,3,1
2026-02-20,STR027,15,10689.03,17.33,10,3,1
2025-08-08,STR025,11,6709.03,11.36,5,2,2
2025-08-10,STR002,14,5208.18,12.79,5,3,0
2026-02-05,STR027,17,7105.73,14.41,7,2,3
2026-01-21,STR013,8,10271.6,24.0,6,2,2
2025-07-24,STR030,9,4000.03,17.33,7,1,0
2025-12-15,STR015,12,6115.82,16.92,8,2,0
2025-08-29,STR023,14,6310.62,17.0,10,1,4
2026-05-27,STR030,12,3728.93,20.83,8,1,2
2025-11-23,STR008,12,6608.66,15.83,7,5,1
2026-04-26,STR011,12,6567.74,21.58,10,3,2
2026-06-02,STR022,13,7469.91,20.85,8,2,0
2026-05-07,STR014,12,5447.41,17.58,9,3,0
2025-11-08,STR030,11,5175.92,17.64,8,4,0
2026-02-28,STR004,16,9890.95,14.75,10,4,2
2025-12-14,STR002,14,7625.12,15.14,10,3,2
2025-07-21,STR027,20,10653.46,19.3,15,1,1
2025-10-15,STR003,5,5648.18,11.4,2,1,0
2025-07-25,STR015,7,4176.54,19.14,5,2,1
2026-04-03,STR006,18,11954.8,17.61,11,6,4
2026-01-17,STR029,10,5926.47,15.6,5,2,1
2026-05-02,STR001,15,6822.38,20.2,12,2,1
2026-01-11,STR012,10,4615.5,19.1,7,2,1
2025-10-10,STR021,9,4322.24,23.67,9,3,2
2025-12-01,STR025,18,8874.22,16.61,10,4,2
2026-05-23,STR029,16,7192.61,19.88,13,3,1
2026-06-02,STR023,15,9383.64,14.2,8,3,2
2025-12-01,STR006,12,7091.71,16.42,9,5,1
2026-01-20,STR030,10,4579.41,15.4,6,0,3
2025-10-21,STR003,4,2375.92,12.25,2,1,0
2026-05-15,STR030,14,5132.06,14.79,10,2,1
2025-09-08,STR021,13,8963.96,13.46,6,4,2
2026-05-04,STR029,10,4611.22,13.9,3,1,1
2025-08-17,STR010,15,7581.27,19.53,10,1,1
2026-02-19,STR001,13,7976.64,15.77,8,1,2
2026-02-27,STR013,13,3841.84,17.38,6,1,1
2025-08-09,STR013,11,5394.12,14.73,8,2,0
2025-06-03,STR021,11,6530.37,19.73,9,1,0
2025-08-10,STR014,14,6885.05,18.57,8,2,0
2026-02-28,STR005,14,10681.71,12.29,8,2,0
2026-03-12,STR009,9,8834.28,16.0,5,2,1
2025-11-21,STR002,7,5102.41,12.29,4,0,1
2025-10-15,STR018,18,11841.31,20.61,15,4,1
2026-05-18,STR011,11,6000.59,15.73,5,0,3
2025-10-15,STR030,17,10038.79,20.59,11,2,3
2025-09-12,STR023,10,4058.24,15.2,7,0,0
2026-01-16,STR011,10,4174.82,21.1,9,1,1
2025-08-15,STR003,10,3706.81,20.0,9,2,3
2025-08-31,STR008,7,4091.91,18.29,5,1,2
2026-02-03,STR008,12,8280.2,12.33,7,4,2
2025-07-06,STR023,8,7970.03,14.63,3,3,2
2025-11-05,STR022,13,4491.04,15.62,7,3,1
2025-06-26,STR011,10,5247.0,18.1,7,2,1
2025-12-24,STR005,12,4961.22,18.17,7,3,2
2025-08-28,STR022,14,6655.42,14.07,6,1,0
2025-08-10,STR025,16,14379.33,13.31,6,3,2
2025-06-26,STR026,12,6538.08,19.25,9,3,1
2025-09-13,STR015,11,6520.74,15.18,8,6,1
2026-01-18,STR010,11,4071.08,15.73,7,1,1
2026-04-10,STR022,16,7009.58,23.5,11,6,2
2025-08-31,STR007,16,9421.02,17.63,12,2,5
2025-06-03,STR017,10,6920.72,19.2,8,2,1
2025-06-16,STR028,14,6780.86,19.21,10,2,0
2025-12-06,STR025,15,6250.06,15.8,12,3,1
2026-01-26,STR025,8,3320.95,15.5,5,0,1
2025-12-12,STR009,15,10960.21,18.53,10,3,3
2025-11-27,STR019,8,2488.37,15.75,7,2,1
2026-05-30,STR003,11,3490.61,15.82,5,4,1
2026-02-01,STR018,10,7620.57,19.6,8,2,0
2025-07-16,STR008,12,3808.56,22.58,9,3,1
2026-05-13,STR002,13,4943.16,14.0,6,0,3
2025-12-07,STR017,14,6876.83,14.43,5,2,2
2025-10-10,STR016,14,8071.64,19.36,12,4,4
2025-08-12,STR006,11,8126.26,15.45,6,0,1
2025-06-20,STR007,14,8863.39,17.57,9,3,1
2026-02-28,STR017,12,4772.95,17.08,8,1,1
2026-02-22,STR027,15,8104.42,16.13,10,4,2
2025-09-28,STR028,14,4501.94,16.0,8,3,2
2026-02-14,STR020,11,5340.69,18.55,6,0,0
2025-06-25,STR025,13,9424.43,15.0,7,3,3
2026-04-19,STR023,9,5098.88,16.89,7,5,0
2026-05-13,STR027,6,2979.29,20.0,5,0,2
2025-11-19,STR027,11,4307.25,19.55,9,3,0
2025-09-25,STR006,10,8952.59,22.4,4,3,2
2026-05-06,STR005,11,5873.32,18.55,7,1,2
2026-05-18,STR029,5,5151.46,10.0,1,1,1
2025-08-05,STR017,10,4988.07,21.9,8,2,1
2025-09-03,STR029,13,6279.24,12.85,6,1,1
2026-01-15,STR013,13,5210.89,22.54,11,6,2
2025-12-20,STR006,18,10503.89,15.83,9,4,4
2025-08-12,STR023,11,6355.7,17.27,8,5,0
2025-09-28,STR005,14,8138.05,15.43,10,2,1
2025-12-25,STR011,9,5452.76,16.67,4,4,2
2026-05-09,STR002,9,3068.39,17.22,5,2,1
2025-09-29,STR020,11,6563.17,14.82,5,2,1
2025-07-01,STR020,9,3406.88,15.56,4,1,1
2026-04-30,STR004,3,543.79,12.33,1,0,0
2026-03-15,STR009,9,5061.24,14.11,7,3,0
2026-02-28,STR001,3,3556.28,10.33,1,2,0
2026-04-13,STR015,7,4903.94,16.29,4,0,2
2025-09-05,STR005,16,8213.37,18.88,11,2,0
2025-09-14,STR019,13,3402.66,16.08,10,1,2
2025-06-07,STR029,13,5964.86,13.85,8,2,2
2026-02-15,STR027,15,6387.26,20.47,13,6,3
2026-01-16,STR025,13,4763.31,17.77,7,3,1
2025-12-28,STR012,16,7777.6,18.5,11,1,2
2025-12-26,STR010,18,7278.17,12.11,7,4,3
2025-09-30,STR014,14,5126.78,21.07,10,0,1
2025-11-14,STR021,13,7165.47,16.92,10,1,1
2026-01-23,STR028,12,4489.86,13.83,8,2,1
2025-10-09,STR017,7,3173.19,19.14,5,1,2
2026-03-31,STR005,10,8296.26,14.1,7,1,1
2026-01-28,STR028,12,5510.94,14.83,7,2,1
2026-05-29,STR030,10,4483.69,14.8,5,2,2
2026-04-24,STR022,12,8417.86,17.25,9,2,1
2025-08-03,STR005,19,10173.81,18.74,13,4,1
2026-05-18,STR002,16,7329.01,12.63,7,6,1
2026-01-17,STR003,9,6436.78,17.78,6,1,1
2026-04-14,STR019,10,7610.06,16.2,8,0,0
2025-11-10,STR008,9,4652.84,12.11,3,1,2
2025-07-16,STR022,11,4812.8,15.36,7,1,0
2026-03-24,STR002,14,9911.1,13.57,8,3,1
2026-01-02,STR018,12,8850.83,11.33,4,3,2
2026-04-20,STR001,22,13287.97,17.45,16,4,2
2025-08-22,STR015,13,8270.22,16.38,10,5,2
2025-08-14,STR017,11,5722.54,19.27,6,1,2
2026-02-18,STR030,9,3602.02,14.22,4,3,0
2025-10-27,STR016,14,3918.78,13.29,9,2,1
2025-10-26,STR014,14,6134.32,15.93,7,1,1
2025-10-12,STR006,17,9225.62,11.35,7,2,4
2025-08-10,STR029,7,2964.0,17.43,2,0,1
2025-12-27,STR003,17,8530.79,15.65,9,3,3
2025-06-17,STR013,16,5608.34,22.25,11,4,1
2025-09-04,STR004,13,5747.31,16.23,8,2,3
2025-12-02,STR002,13,5642.33,14.77,6,4,1
2025-11-24,STR030,7,3445.12,18.0,6,5,1
2025-06-07,STR011,12,9777.55,13.0,5,4,1
2025-09-10,STR009,15,6286.93,14.93,8,3,1
2026-03-31,STR030,19,8023.92,14.63,12,2,2
2026-05-15,STR008,13,5178.69,17.85,9,5,0
2025-08-01,STR009,17,11318.6,20.35,13,2,3
2026-04-28,STR018,18,9411.92,14.0,7,3,3
2026-03-11,STR030,16,9141.64,17.44,8,2,4
2026-03-08,STR011,17,9828.37,21.88,14,5,1
2026-01-30,STR019,13,5907.55,17.46,11,1,2
2026-01-09,STR020,15,6070.07,14.47,9,2,1
2025-12-10,STR009,13,7688.96,15.38,8,1,5
2026-02-27,STR001,10,3364.66,18.2,9,1,1
2026-05-27,STR009,13,6375.81,14.23,5,3,0
2025-10-23,STR027,15,9134.47,16.8,10,5,3
2025-07-30,STR022,11,7315.26,15.55,6,2,1
2025-07-29,STR007,15,6158.5,16.47,11,3,1
2026-03-20,STR003,14,4796.79,15.07,11,4,1
2025-10-14,STR011,17,7927.94,14.0,8,3,0
2026-04-04,STR028,14,7529.28,14.0,6,4,1
2026-01-29,STR030,14,11492.76,16.5,10,3,4
2026-01-31,STR004,17,11223.98,12.41,6,5,1
2026-02-03,STR028,16,8025.86,17.31,12,4,3
2026-02-23,STR020,22,9305.05,14.18,13,2,2
2025-07-21,STR028,10,6266.59,11.6,5,1,1
2025-08-14,STR014,17,9031.32,17.59,11,2,2
2026-01-26,STR009,16,8190.84,13.88,9,5,0
2025-06-24,STR027,10,3277.5,17.2,5,2,1
2025-12-15,STR023,22,12187.24,16.55,12,3,3
2026-05-29,STR008,19,14450.82,14.95,8,2,6
2026-03-27,STR027,17,7105.79,15.59,11,6,1
2025-06-21,STR007,13,4208.89,11.62,3,2,1
2025-06-14,STR019,19,6699.44,15.79,14,6,1
2025-07-29,STR022,22,10000.32,18.05,14,0,3
2025-09-27,STR018,10,4061.7,15.8,6,4,0
2025-09-12,STR011,11,4639.12,16.45,8,2,1
2025-08-22,STR001,12,5623.02,10.67,4,0,0
2026-04-14,STR005,12,8478.06,19.33,10,2,0
2026-02-27,STR002,16,6352.21,16.06,8,3,0
2025-06-13,STR021,15,10662.91,16.2,10,3,1
2025-11-29,STR025,18,5592.76,15.67,12,4,2
2025-12-11,STR027,12,5001.15,20.0,7,2,1
2025-08-03,STR012,16,4740.99,14.94,10,3,1
2025-09-26,STR021,15,11015.16,20.73,9,4,2
2026-03-12,STR008,10,3948.41,16.3,4,1,3
2026-03-02,STR023,11,3161.15,15.45,6,2,2
2026-05-20,STR007,13,5195.84,16.85,8,3,2
2025-12-07,STR015,14,6977.9,17.79,8,3,2
2026-05-01,STR016,17,11154.44,15.71,10,2,2
2025-10-22,STR025,13,5254.67,17.38,8,4,3
2026-02-09,STR008,15,9003.16,16.27,6,2,1
2025-12-02,STR021,16,6763.97,13.31,7,1,3
2026-04-27,STR005,17,5395.48,16.29,10,2,2
2025-11-21,STR005,16,9775.06,11.69,7,1,0
2025-10-16,STR014,12,3905.42,16.17,8,4,0
2026-03-02,STR009,8,3575.73,13.0,6,1,2
2025-09-06,STR007,15,3794.46,15.13,8,2,1
2025-11-28,STR019,19,6061.36,18.42,16,4,1
2025-06-29,STR011,11,3852.17,19.82,7,2,0
2025-10-02,STR011,19,9441.39,16.47,13,4,3
2026-05-07,STR011,11,7145.16,12.82,5,2,3
2026-02-19,STR004,18,7329.66,17.72,12,5,1
2026-01-06,STR028,15,10875.25,15.6,8,4,1
2026-04-26,STR021,14,5773.2,16.57,10,4,1
2026-02-27,STR021,16,9308.06,14.75,10,4,2
2026-05-23,STR021,14,8048.62,17.0,8,3,1
2025-08-10,STR022,15,7004.22,13.87,7,5,2
2025-10-11,STR023,14,7350.3,15.07,7,3,1
2026-05-17,STR005,10,4006.99,16.6,6,1,3
2025-07-13,STR023,13,5667.53,16.69,11,2,2
2025-10-07,STR028,15,8086.17,17.13,6,2,1
2025-11-13,STR001,21,11964.71,18.0,17,3,0
2025-11-17,STR009,17,7165.84,16.35,10,2,0
2026-01-22,STR016,15,6844.76,15.67,9,3,1
2025-12-13,STR006,10,4575.2,12.2,4,1,3
2025-10-18,STR015,13,5687.94,15.08,6,2,1
2025-09-01,STR008,6,2153.18,11.67,4,0,1
2025-07-16,STR010,15,9307.38,12.67,8,3,1
2026-04-27,STR015,13,7370.37,13.69,8,2,3
2026-04-14,STR001,13,6789.21,14.0,6,1,2
2025-08-28,STR004,18,8334.48,15.89,12,4,3
2026-04-15,STR007,14,8147.39,15.36,10,1,2
2025-12-31,STR005,9,8377.11,15.78,4,2,2
2026-02-28,STR024,9,3812.36,15.22,5,3,1
2025-06-04,STR028,12,7209.46,16.17,9,2,3
2025-10-03,STR012,12,6368.01,20.83,8,3,2
2026-01-23,STR004,12,6029.58,14.0,5,2,2
2025-12-05,STR004,16,7530.67,19.63,13,4,1
2025-08-07,STR029,10,4157.74,16.5,7,3,1
2026-02-18,STR013,16,9365.47,13.75,12,4,1
2025-07-06,STR022,7,3993.63,16.29,5,3,0
2025-06-15,STR024,17,9464.43,16.53,9,4,2
2025-12-31,STR017,23,15069.58,18.35,18,3,2
2026-02-28,STR006,18,9222.81,13.94,9,6,4
2025-07-10,STR017,18,7479.54,18.72,11,4,0
2026-05-16,STR013,11,4579.32,11.91,4,2,0
2025-10-31,STR021,14,6239.64,20.5,8,5,3
2025-12-06,STR005,20,8654.49,13.95,5,5,2
2026-04-03,STR004,11,6443.96,12.27,3,4,3
2026-05-31,STR001,12,8525.88,16.92,7,2,0
2025-10-16,STR022,15,6558.89,19.27,10,5,1
2025-12-12,STR026,21,7967.85,18.67,15,7,1
2025-12-24,STR023,13,4442.75,17.77,9,4,4
2025-07-12,STR010,13,5670.64,20.92,9,1,1
2025-11-12,STR016,11,3667.43,16.73,8,1,1
2025-10-30,STR022,18,4744.35,18.33,15,6,4
2025-07-17,STR030,12,9162.4,19.83,8,0,3
2025-12-09,STR014,6,4665.23,14.0,2,1,1
2026-03-16,STR006,16,10677.73,16.5,8,4,3
2025-06-13,STR013,13,8445.0,20.31,9,2,1
2026-01-28,STR010,9,3795.49,19.89,5,2,0
2025-07-30,STR008,15,8175.17,15.47,8,2,3
2025-12-20,STR021,12,7827.77,16.75,8,1,2
2026-05-29,STR012,11,6915.94,14.82,7,3,2
2026-05-24,STR009,17,12828.03,16.29,9,6,2
2025-07-09,STR011,17,8928.18,18.18,13,4,2
2025-12-07,STR012,11,6040.32,14.36,7,2,2
2025-10-06,STR016,13,4400.99,16.85,8,1,0
2025-10-25,STR023,21,12416.4,18.76,16,3,2
2026-05-21,STR004,17,6507.15,18.0,13,4,2
2026-04-30,STR015,13,7320.03,18.08,9,4,2
2026-03-19,STR019,13,6982.03,11.69,5,1,3
2026-01-24,STR021,15,3559.24,15.87,8,3,1
2025-08-24,STR012,12,8107.56,15.92,6,2,0
2025-07-07,STR002,18,6125.86,15.61,11,5,0
2025-12-06,STR003,16,8254.15,17.81,9,3,0
2025-06-11,STR005,8,3123.87,14.13,4,3,0
2026-04-11,STR026,14,6567.32,15.14,10,2,1
2026-04-25,STR016,13,12199.15,15.92,8,3,2
2025-08-04,STR019,9,5462.73,15.78,6,0,1
2025-11-20,STR023,11,6921.65,15.64,6,2,0
2025-08-25,STR024,16,5249.78,13.94,9,2,1
2025-06-21,STR022,22,12586.58,15.86,11,6,1
2025-12-23,STR009,16,8610.45,15.31,12,0,2
2026-01-05,STR012,18,6874.87,14.44,11,3,1
2026-05-28,STR023,12,5742.78,14.42,6,4,0
2025-06-19,STR026,17,9833.02,14.88,10,3,0
2026-04-21,STR001,13,4996.95,18.77,11,2,1
2025-09-05,STR015,7,3795.84,15.71,4,1,1
2026-03-31,STR028,8,3037.27,13.38,3,3,1
2026-02-22,STR030,12,4345.75,21.5,11,2,2
2025-07-09,STR019,13,12263.58,24.0,11,4,2
2025-12-22,STR009,13,4578.91,17.92,9,2,2
2025-08-29,STR007,17,5425.33,20.59,13,4,1
